Episode,Side,Opponent,Result,Reward,Steps,P1_WinRate,P2_WinRate,vsRandom_WinRate,Loss,Epsilon,LR,MaxQ,AvgQ
1090,Red (P1),Random,WIN ,1.8140,77,63.0,56.0,80.0,0.00673,0.2728,1.00e-06,0.00,0.00
1100,Blk (P2),Random,LOSS,0.7240,96,63.0,55.0,79.0,0.00702,0.2717,1.00e-06,5.92,1.96
1110,Blk (P2),Random,WIN ,1.8360,43,64.0,56.0,79.0,0.00745,0.2705,1.00e-06,0.00,0.00
1120,Red (P1),Self-Play,LOSS,0.4840,312,65.0,57.0,78.0,0.00759,0.2693,1.00e-06,0.00,0.00
1130,Blk (P2),Self-Play,LOSS,0.5020,154,64.0,56.0,78.0,0.00866,0.2682,1.00e-06,0.00,0.00
1140,Red (P1),Self-Play,DRAW,0.2960,500,64.0,54.0,77.0,0.00923,0.2670,1.00e-06,0.00,0.00
1150,Blk (P2),Self-Play,LOSS,0.5340,122,65.0,50.0,77.0,0.00890,0.2658,1.00e-06,6.41,2.04
1160,Red (P1),Self-Play,LOSS,0.5780,136,64.0,50.0,77.0,0.00902,0.2647,1.00e-06,0.00,0.00
1170,Red (P1),Self-Play,LOSS,0.2820,34,62.0,48.0,76.0,0.01021,0.2635,1.00e-06,0.00,0.00
1180,Blk (P2),Random,WIN ,1.8400,51,62.0,50.0,77.0,0.00984,0.2623,1.00e-06,0.00,0.00
1190,Red (P1),Self-Play,WIN ,1.8200,47,63.0,47.0,77.0,0.01086,0.2612,1.00e-06,0.00,0.00
1200,Blk (P2),Self-Play,LOSS,0.4100,82,62.0,47.0,77.0,0.01126,0.2600,1.00e-06,6.89,2.10
1210,Blk (P2),Self-Play,LOSS,0.4340,432,62.0,46.0,75.0,0.01200,0.2588,1.00e-06,0.00,0.00
1220,Red (P1),Self-Play,LOSS,0.1940,52,61.0,48.0,76.0,0.01270,0.2577,1.00e-06,0.00,0.00
1230,Red (P1),Random,LOSS,0.6300,272,59.0,46.0,77.0,0.01212,0.2565,1.00e-06,0.00,0.00
1240,Blk (P2),Random,WIN ,1.7740,105,60.0,44.0,78.0,0.01378,0.2553,1.00e-06,0.00,0.00
1250,Red (P1),Self-Play,LOSS,0.1220,42,59.0,47.0,78.0,0.01382,0.2542,1.00e-06,7.45,2.16
1260,Red (P1),Random,LOSS,0.0420,40,59.0,45.0,79.0,0.01403,0.2530,1.00e-06,0.00,0.00
1270,Blk (P2),Random,WIN ,1.8380,41,61.0,45.0,80.0,0.01485,0.2518,1.00e-06,0.00,0.00
1280,Red (P1),Random,WIN ,1.6800,46,61.0,45.0,81.0,0.01511,0.2507,1.00e-06,0.00,0.00
1290,Blk (P2),Random,LOSS,0.5000,132,62.0,47.0,82.0,0.01531,0.2495,1.00e-06,0.00,0.00
1300,Blk (P2),Self-Play,DRAW,0.1440,500,63.0,49.0,83.0,0.01526,0.2483,1.00e-06,7.87,2.20
1310,Red (P1),Random,WIN ,1.8340,45,63.0,50.0,83.0,0.01667,0.2472,1.00e-06,0.00,0.00
1320,Red (P1),Random,WIN ,1.8480,43,64.0,52.0,86.0,0.01543,0.2460,1.00e-06,0.00,0.00
1330,Blk (P2),Self-Play,DRAW,-0.0080,500,63.0,55.0,84.0,0.01631,0.2448,1.00e-06,0.00,0.00
1340,Blk (P2),Random,WIN ,1.7720,36,64.0,55.0,83.0,0.01753,0.2437,1.00e-06,0.00,0.00
1350,Blk (P2),Random,WIN ,1.7500,59,65.0,55.0,85.0,0.01597,0.2425,1.00e-06,8.34,2.25
1360,Blk (P2),Self-Play,LOSS,0.5400,174,63.0,51.0,85.0,0.01841,0.2413,1.00e-06,0.00,0.00
1370,Red (P1),Random,LOSS,0.5120,62,61.0,51.0,84.0,0.01843,0.2402,1.00e-06,0.00,0.00
510,Red (P1),Random,LOSS,1.1300,138,44.4,100.0,44.4,0.00000,0.3405,5.00e-06,0.00,0.00
520,Red (P1),Random,WIN ,3.5000,71,42.9,66.7,53.3,0.00000,0.3393,5.00e-06,0.00,0.00
530,Red (P1),Random,LOSS,1.9600,76,50.0,60.0,50.0,0.00000,0.3382,5.00e-06,0.00,0.00
540,Blk (P2),Random,WIN ,3.2900,61,48.0,53.3,52.0,0.00000,0.3370,5.00e-06,0.00,0.00
550,Red (P1),Random,LOSS,0.8300,42,46.7,45.0,50.0,0.00000,0.3358,5.00e-06,0.00,0.00
560,Blk (P2),Random,WIN ,3.6200,45,50.0,50.0,54.1,0.00000,0.3347,5.00e-06,0.00,0.00
570,Red (P1),Self-Play,LOSS,1.6200,90,52.5,50.0,53.7,0.00000,0.3335,5.00e-06,0.00,0.00
580,Red (P1),Random,WIN ,3.6100,47,55.6,54.3,58.7,0.00000,0.3323,5.00e-06,0.00,0.00
590,Red (P1),Self-Play,WIN ,3.6300,39,56.0,47.5,57.1,0.00000,0.3312,5.00e-06,0.00,0.00
600,Red (P1),Random,WIN ,3.1100,43,60.0,48.9,60.4,0.00000,0.3300,5.00e-06,0.00,0.00
610,Blk (P2),Self-Play,WIN ,3.0500,159,59.6,49.1,62.5,0.00000,0.3288,5.00e-06,0.00,0.00
620,Red (P1),Self-Play,LOSS,1.3300,148,59.0,49.2,63.5,0.00000,0.3277,5.00e-06,0.00,0.00
630,Blk (P2),Self-Play,LOSS,1.7200,70,57.6,46.9,61.8,0.00263,0.3265,5.00e-06,0.00,0.00
640,Red (P1),Random,LOSS,1.3300,46,56.8,48.5,61.6,0.00159,0.3253,5.00e-06,0.00,0.00
650,Blk (P2),Random,WIN ,3.6500,43,58.0,49.3,63.7,0.00129,0.3242,5.00e-06,3.15,1.24
660,Blk (P2),Random,WIN ,3.6900,33,58.1,48.6,61.2,0.00103,0.3230,5.00e-06,0.00,0.00
670,Blk (P2),Random,LOSS,2.1400,142,58.2,48.1,60.4,0.00085,0.3218,5.00e-06,0.00,0.00
680,Blk (P2),Random,WIN ,3.3700,97,57.3,48.8,60.2,0.00081,0.3207,5.00e-06,0.00,0.00
690,Blk (P2),Self-Play,LOSS,0.9900,61,58.0,47.7,62.0,0.00080,0.3195,5.00e-06,0.00,0.00
700,Red (P1),Random,WIN ,3.6300,45,58.0,46.9,63.0,0.00068,0.3183,5.00e-06,3.45,1.40
710,Red (P1),Random,LOSS,1.0300,54,62.0,46.5,63.0,0.00073,0.3172,5.00e-06,0.00,0.00
720,Red (P1),Self-Play,LOSS,0.2400,264,61.0,45.0,64.0,0.00071,0.3160,5.00e-06,0.00,0.00
730,Red (P1),Random,LOSS,1.7100,72,60.0,45.0,64.0,0.00075,0.3148,5.00e-06,0.00,0.00
740,Red (P1),Random,WIN ,3.6300,43,62.0,44.0,66.0,0.00070,0.3137,5.00e-06,0.00,0.00
750,Red (P1),Random,WIN ,3.6300,41,62.0,43.0,64.0,0.00069,0.3125,5.00e-06,3.66,1.53
760,Blk (P2),Random,WIN ,3.6200,49,60.0,45.0,64.0,0.00072,0.3113,5.00e-06,0.00,0.00
770,Red (P1),Random,LOSS,1.5700,101,60.0,44.0,64.0,0.00079,0.3102,5.00e-06,0.00,0.00
780,Blk (P2),Self-Play,LOSS,1.3100,46,62.0,42.0,64.0,0.00072,0.3090,5.00e-06,0.00,0.00
790,Blk (P2),Self-Play,LOSS,1.0900,43,59.0,40.0,60.0,0.00069,0.3078,5.00e-06,0.00,0.00
800,Blk (P2),Random,WIN ,3.3100,111,60.0,42.0,61.0,0.00069,0.3067,5.00e-06,3.94,1.66
810,Red (P1),Random,LOSS,1.0500,48,63.0,41.0,62.0,0.00084,0.3055,5.00e-06,0.00,0.00
820,Blk (P2),Random,WIN ,3.6400,43,63.0,44.0,61.0,0.00083,0.3043,5.00e-06,0.00,0.00
830,Blk (P2),Random,WIN ,3.0500,57,64.0,44.0,64.0,0.00086,0.3032,5.00e-06,0.00,0.00
840,Red (P1),Self-Play,WIN ,3.3800,43,61.0,44.0,63.0,0.00089,0.3020,5.00e-06,0.00,0.00
850,Blk (P2),Self-Play,WIN ,3.6000,51,62.0,44.0,63.0,0.00095,0.3008,5.00e-06,4.21,1.78
860,Red (P1),Random,WIN ,3.1000,149,61.0,43.0,60.0,0.00095,0.2997,5.00e-06,0.00,0.00
870,Red (P1),Random,WIN ,3.3700,95,62.0,40.0,59.0,0.00096,0.2985,5.00e-06,0.00,0.00
880,Red (P1),Self-Play,LOSS,1.2500,270,62.0,40.0,57.0,0.00099,0.2973,5.00e-06,0.00,0.00
890,Blk (P2),Random,LOSS,2.3500,50,61.0,40.0,58.0,0.00105,0.2962,5.00e-06,0.00,0.00
900,Blk (P2),Random,LOSS,1.3400,41,60.0,40.0,59.0,0.00101,0.2950,5.00e-06,4.50,1.89
910,Red (P1),Random,WIN ,3.6200,45,59.0,41.0,60.0,0.00113,0.2938,5.00e-06,0.00,0.00
920,Blk (P2),Self-Play,LOSS,1.3900,85,61.0,41.0,61.0,0.00116,0.2927,5.00e-06,0.00,0.00
930,Red (P1),Self-Play,WIN ,3.3000,111,61.0,45.0,61.0,0.00122,0.2915,5.00e-06,0.00,0.00
940,Red (P1),Self-Play,WIN ,2.8100,207,62.0,47.0,61.0,0.00129,0.2903,5.00e-06,0.00,0.00
950,Red (P1),Random,LOSS,1.3000,52,60.0,46.0,62.0,0.00137,0.2892,5.00e-06,4.78,1.97
960,Red (P1),Random,WIN ,3.6200,49,60.0,45.0,62.0,0.00138,0.2880,5.00e-06,0.00,0.00
970,Red (P1),Self-Play,WIN ,3.3000,58,60.0,45.0,59.0,0.00146,0.2868,5.00e-06,0.00,0.00
980,Red (P1),Self-Play,WIN ,3.3000,58,61.0,45.0,59.0,0.00155,0.2857,5.00e-06,0.00,0.00
990,Red (P1),Random,WIN ,3.1100,147,61.0,44.0,61.0,0.00161,0.2845,5.00e-06,0.00,0.00
1000,Blk (P2),Self-Play,LOSS,0.9700,67,62.0,43.0,62.0,0.00184,0.2833,1.00e-06,5.14,2.05
1010,Blk (P2),Self-Play,LOSS,1.3200,46,65.0,42.0,63.0,0.00174,0.2822,1.00e-06,0.00,0.00
1020,Red (P1),Random,LOSS,1.3000,157,63.0,42.0,66.0,0.00226,0.2810,1.00e-06,0.00,0.00
1030,Red (P1),Self-Play,WIN ,3.5800,51,62.0,45.0,69.0,0.00250,0.2798,1.00e-06,0.00,0.00
1040,Red (P1),Self-Play,LOSS,0.5700,42,60.0,45.0,71.0,0.00282,0.2787,1.00e-06,0.00,0.00
1050,Red (P1),Random,WIN ,3.1600,86,62.0,45.0,71.0,0.00303,0.2775,1.00e-06,5.53,2.14
1060,Blk (P2),Self-Play,LOSS,0.5100,54,64.0,47.0,72.0,0.00372,0.2763,1.00e-06,0.00,0.00
1070,Red (P1),Random,LOSS,1.7300,172,65.0,48.0,73.0,0.00371,0.2752,1.00e-06,0.00,0.00
1080,Red (P1),Random,WIN ,3.5600,53,65.0,47.0,73.0,0.00434,0.2740,1.00e-06,0.00,0.00
1090,Red (P1),Self-Play,WIN ,3.3600,46,66.0,50.0,73.0,0.00460,0.2728,1.00e-06,0.00,0.00
1100,Blk (P2),Self-Play,LOSS,0.5300,50,69.0,46.0,73.0,0.00434,0.2717,1.00e-06,5.82,2.20
1110,Blk (P2),Self-Play,LOSS,0.7700,54,71.0,48.0,74.0,0.00510,0.2705,1.00e-06,0.00,0.00
1120,Red (P1),Self-Play,WIN ,1.4900,471,70.0,49.0,77.0,0.00521,0.2693,1.00e-06,0.00,0.00
1130,Blk (P2),Random,LOSS,2.0100,64,71.0,47.0,77.0,0.00498,0.2682,1.00e-06,0.00,0.00
1140,Red (P1),Random,WIN ,3.4500,81,72.0,47.0,80.0,0.00485,0.2670,1.00e-06,0.00,0.00
1150,Red (P1),Self-Play,WIN ,3.3600,44,72.0,47.0,80.0,0.00531,0.2658,1.00e-06,6.11,2.27
1160,Red (P1),Random,LOSS,1.5200,58,72.0,48.0,78.0,0.00541,0.2647,1.00e-06,0.00,0.00
1170,Red (P1),Self-Play,WIN ,2.7800,215,73.0,49.0,77.0,0.00588,0.2635,1.00e-06,0.00,0.00
1180,Red (P1),Random,LOSS,1.5700,48,72.0,49.0,76.0,0.00611,0.2623,1.00e-06,0.00,0.00
1190,Red (P1),Self-Play,LOSS,1.2400,64,69.0,48.0,72.0,0.00586,0.2612,1.00e-06,0.00,0.00
1200,Blk (P2),Random,LOSS,1.3100,48,70.0,49.0,70.0,0.00613,0.2600,1.00e-06,6.41,2.33
1210,Blk (P2),Self-Play,LOSS,0.6000,37,73.0,48.0,71.0,0.00649,0.2588,1.00e-06,0.00,0.00
1220,Red (P1),Random,WIN ,2.9500,127,74.0,51.0,74.0,0.00679,0.2577,1.00e-06,0.00,0.00
1230,Red (P1),Random,WIN ,3.5600,57,76.0,52.0,75.0,0.00767,0.2565,1.00e-06,0.00,0.00
1240,Red (P1),Random,WIN ,3.4000,37,73.0,51.0,72.0,0.00749,0.2553,1.00e-06,0.00,0.00
1250,Red (P1),Random,WIN ,3.6200,47,72.0,51.0,73.0,0.00775,0.2542,1.00e-06,6.76,2.37
1260,Blk (P2),Self-Play,LOSS,0.7900,50,73.0,51.0,75.0,0.00771,0.2530,1.00e-06,0.00,0.00
1270,Blk (P2),Random,WIN ,3.3000,113,74.0,54.0,75.0,0.00791,0.2518,1.00e-06,0.00,0.00
1280,Blk (P2),Random,WIN ,3.6400,43,74.0,54.0,76.0,0.00827,0.2507,1.00e-06,0.00,0.00
1290,Red (P1),Self-Play,DRAW,0.0800,500,72.0,54.0,75.0,0.00856,0.2495,1.00e-06,0.00,0.00
1300,Blk (P2),Random,WIN ,3.5900,53,73.0,55.0,77.0,0.00857,0.2483,1.00e-06,7.10,2.41
1310,Blk (P2),Random,WIN ,3.3400,103,72.0,56.0,79.0,0.00976,0.2472,1.00e-06,0.00,0.00
1320,Red (P1),Random,WIN ,3.6300,43,72.0,58.0,78.0,0.00980,0.2460,1.00e-06,0.00,0.00
1330,Red (P1),Random,LOSS,1.3100,50,72.0,59.0,77.0,0.00929,0.2448,1.00e-06,0.00,0.00
1340,Blk (P2),Self-Play,LOSS,0.0300,46,73.0,58.0,83.0,0.01028,0.2437,1.00e-06,0.00,0.00
1350,Blk (P2),Random,WIN ,3.2300,125,73.0,58.0,84.0,0.00971,0.2425,1.00e-06,7.39,2.45
1360,Red (P1),Self-Play,WIN ,3.3100,58,74.0,59.0,86.0,0.01012,0.2413,1.00e-06,0.00,0.00
1370,Blk (P2),Random,WIN ,3.6200,49,76.0,60.0,86.0,0.01077,0.2402,1.00e-06,0.00,0.00
1380,Red (P1),Random,WIN ,3.2800,113,77.0,60.0,85.0,0.01057,0.2390,1.00e-06,0.00,0.00
1390,Red (P1),Random,WIN ,3.1500,137,76.0,63.0,86.0,0.01154,0.2378,1.00e-06,0.00,0.00
1400,Red (P1),Random,WIN ,3.6000,51,76.0,63.0,86.0,0.01111,0.2367,1.00e-06,7.06,2.24
1410,Red (P1),Self-Play,WIN ,2.8800,193,77.0,65.0,86.0,0.01193,0.2355,1.00e-06,0.00,0.00
1420,Blk (P2),Random,WIN ,3.6500,39,80.0,66.0,85.0,0.01198,0.2343,1.00e-06,0.00,0.00
1430,Blk (P2),Self-Play,LOSS,1.4800,66,77.0,67.0,83.0,0.01244,0.2332,1.00e-06,0.00,0.00
1440,Red (P1),Self-Play,WIN ,3.5900,47,77.0,66.0,84.0,0.01345,0.2320,1.00e-06,0.00,0.00
1450,Red (P1),Random,LOSS,0.6000,36,74.0,65.0,79.0,0.01281,0.2308,1.00e-06,7.43,2.15
1460,Red (P1),Random,LOSS,0.8200,43,75.0,66.0,80.0,0.01334,0.2297,1.00e-06,0.00,0.00
1470,Red (P1),Random,WIN ,3.6200,43,75.0,65.0,81.0,0.01408,0.2285,1.00e-06,0.00,0.00
1480,Red (P1),Random,WIN ,3.6600,35,76.0,63.0,81.0,0.01304,0.2273,1.00e-06,0.00,0.00
1490,Blk (P2),Self-Play,LOSS,0.8200,94,76.0,62.0,79.0,0.01377,0.2262,1.00e-06,0.00,0.00
1500,Blk (P2),Self-Play,WIN ,3.1200,40,79.0,62.0,79.0,0.01408,0.2250,1.00e-06,7.65,2.17
1510,Blk (P2),Random,LOSS,1.1100,38,77.0,61.0,77.0,0.01503,0.2238,1.00e-06,0.00,0.00
1520,Red (P1),Random,WIN ,3.6300,43,79.0,60.0,78.0,0.01520,0.2227,1.00e-06,0.00,0.00
1530,Blk (P2),Random,WIN ,3.5100,67,79.0,60.0,77.0,0.01534,0.2215,1.00e-06,0.00,0.00
1540,Red (P1),Self-Play,WIN ,3.4900,71,79.0,60.0,78.0,0.01620,0.2203,1.00e-06,0.00,0.00
1550,Blk (P2),Self-Play,LOSS,0.5400,48,78.0,60.0,78.0,0.01619,0.2192,1.00e-06,7.90,2.16
1560,Red (P1),Random,WIN ,3.4700,77,77.0,60.0,78.0,0.01725,0.2180,1.00e-06,0.00,0.00
1570,Red (P1),Random,LOSS,1.9400,182,75.0,62.0,79.0,0.01772,0.2168,1.00e-06,0.00,0.00
1580,Red (P1),Self-Play,WIN ,3.3300,53,75.0,59.0,79.0,0.01785,0.2157,1.00e-06,0.00,0.00
1590,Blk (P2),Random,LOSS,1.9400,80,72.0,57.0,76.0,0.01758,0.2145,1.00e-06,0.00,0.00
1600,Red (P1),Self-Play,WIN ,2.5600,207,73.0,57.0,79.0,0.01887,0.2133,1.00e-06,8.29,2.18
1610,Blk (P2),Self-Play,LOSS,1.2200,222,72.0,57.0,80.0,0.01893,0.2122,1.00e-06,0.00,0.00
1620,Blk (P2),Random,WIN ,3.3800,43,72.0,56.0,81.0,0.01846,0.2110,1.00e-06,0.00,0.00
1630,Blk (P2),Random,WIN ,3.6000,49,73.0,57.0,82.0,0.01993,0.2098,1.00e-06,0.00,0.00
1640,Red (P1),Self-Play,LOSS,1.5200,58,73.0,57.0,82.0,0.01893,0.2087,1.00e-06,0.00,0.00
1650,Red (P1),Random,WIN ,3.5600,57,75.0,53.0,83.0,0.02163,0.2075,1.00e-06,8.64,2.19
1660,Red (P1),Self-Play,LOSS,0.0800,37,74.0,54.0,83.0,0.02084,0.2063,1.00e-06,0.00,0.00
1670,Blk (P2),Random,WIN ,3.6100,47,73.0,56.0,85.0,0.02132,0.2052,1.00e-06,0.00,0.00
1680,Red (P1),Random,WIN ,3.3800,41,72.0,56.0,86.0,0.02214,0.2040,1.00e-06,0.00,0.00
1690,Red (P1),Self-Play,LOSS,0.5700,41,70.0,55.0,84.0,0.02106,0.2028,1.00e-06,0.00,0.00
1700,Red (P1),Self-Play,LOSS,0.5900,88,65.0,56.0,85.0,0.02132,0.2017,1.00e-06,9.04,2.20
1710,Blk (P2),Random,WIN ,3.0000,121,63.0,57.0,82.0,0.02246,0.2005,1.00e-06,0.00,0.00
1720,Blk (P2),Self-Play,LOSS,0.0300,46,62.0,56.0,81.0,0.02381,0.1993,1.00e-06,0.00,0.00
1730,Blk (P2),Self-Play,WIN ,3.5100,67,63.0,56.0,81.0,0.02545,0.1982,1.00e-06,0.00,0.00
1740,Blk (P2),Random,WIN ,3.2300,72,63.0,59.0,81.0,0.02434,0.1970,1.00e-06,0.00,0.00
1750,Red (P1),Self-Play,DRAW,-0.1600,500,60.0,60.0,84.0,0.02554,0.1958,1.00e-06,9.53,2.23
1760,Red (P1),Self-Play,LOSS,0.5600,42,58.0,60.0,84.0,0.02611,0.1947,1.00e-06,0.00,0.00
1770,Red (P1),Random,WIN ,3.6000,51,59.0,60.0,82.0,0.02568,0.1935,1.00e-06,0.00,0.00
1780,Blk (P2),Random,LOSS,2.1800,78,58.0,59.0,82.0,0.02526,0.1923,1.00e-06,0.00,0.00
1790,Blk (P2),Self-Play,LOSS,0.8100,46,57.0,58.0,81.0,0.02610,0.1912,1.00e-06,0.00,0.00
1800,Blk (P2),Self-Play,LOSS,-0.2800,368,58.0,56.0,80.0,0.02620,0.1900,1.00e-06,9.98,2.25
1810,Blk (P2),Random,WIN ,3.2400,123,59.0,55.0,80.0,0.02751,0.1888,1.00e-06,0.00,0.00
1820,Blk (P2),Self-Play,LOSS,1.0200,56,59.0,56.0,78.0,0.02675,0.1877,1.00e-06,0.00,0.00
1830,Blk (P2),Self-Play,LOSS,1.2900,54,57.0,56.0,77.0,0.02816,0.1865,1.00e-06,0.00,0.00
1840,Red (P1),Random,WIN ,3.6300,45,56.0,56.0,77.0,0.02862,0.1853,1.00e-06,0.00,0.00
1850,Blk (P2),Random,WIN ,3.5400,61,55.0,55.0,77.0,0.02905,0.1842,1.00e-06,10.43,2.29
1860,Blk (P2),Self-Play,DRAW,0.3400,500,55.0,51.0,75.0,0.03019,0.1830,1.00e-06,0.00,0.00
1870,Red (P1),Self-Play,LOSS,1.7100,68,55.0,52.0,77.0,0.03014,0.1818,1.00e-06,0.00,0.00
1880,Red (P1),Self-Play,LOSS,0.6100,340,53.0,52.0,78.0,0.03182,0.1807,1.00e-06,0.00,0.00
1890,Blk (P2),Self-Play,LOSS,0.0400,44,54.0,53.0,79.0,0.03001,0.1795,1.00e-06,0.00,0.00
1900,Blk (P2),Random,LOSS,1.8700,192,55.0,53.0,78.0,0.03046,0.1783,1.00e-06,11.13,2.35
1910,Red (P1),Random,WIN ,3.6300,47,58.0,56.0,80.0,0.03403,0.1772,1.00e-06,0.00,0.00
1920,Red (P1),Random,WIN ,2.9400,183,58.0,53.0,80.0,0.02943,0.1760,1.00e-06,0.00,0.00
1930,Red (P1),Self-Play,LOSS,1.1000,192,59.0,52.0,80.0,0.03489,0.1748,1.00e-06,0.00,0.00
1940,Blk (P2),Self-Play,DRAW,-0.1600,500,57.0,50.0,82.0,0.03245,0.1737,1.00e-06,0.00,0.00
1950,Blk (P2),Random,WIN ,2.5700,259,57.0,49.0,83.0,0.03717,0.1725,1.00e-06,11.91,2.43
1960,Blk (P2),Random,LOSS,0.7800,52,58.0,50.0,82.0,0.03395,0.1713,1.00e-06,0.00,0.00
1970,Red (P1),Self-Play,WIN ,3.4700,73,59.0,53.0,84.0,0.03414,0.1702,1.00e-06,0.00,0.00
1980,Blk (P2),Self-Play,LOSS,1.2200,68,58.0,54.0,84.0,0.03495,0.1690,1.00e-06,0.00,0.00
1990,Blk (P2),Random,WIN ,3.3800,41,59.0,56.0,86.0,0.03594,0.1678,1.00e-06,0.00,0.00
2000,Red (P1),Random,LOSS,1.4200,130,58.0,55.0,86.0,0.03619,0.1667,5.00e-07,12.59,2.50
2010,Red (P1),Random,WIN ,3.5300,63,60.0,57.0,86.0,0.03502,0.1655,5.00e-07,0.00,0.00
2020,Blk (P2),Self-Play,DRAW,-0.6900,500,61.0,56.0,87.0,0.03848,0.1643,5.00e-07,0.00,0.00
2030,Red (P1),Self-Play,LOSS,0.8200,44,61.0,60.0,91.0,0.03727,0.1632,5.00e-07,0.00,0.00
2040,Red (P1),Self-Play,DRAW,-0.1700,500,58.0,60.0,91.0,0.03754,0.1620,5.00e-07,0.00,0.00
2050,Blk (P2),Random,WIN ,2.8300,153,57.0,61.0,91.0,0.03747,0.1608,5.00e-07,13.34,2.59
2060,Blk (P2),Self-Play,WIN ,3.6400,41,59.0,64.0,92.0,0.04064,0.1597,5.00e-07,0.00,0.00
2070,Red (P1),Random,WIN ,3.1900,131,61.0,66.0,93.0,0.04258,0.1585,5.00e-07,0.00,0.00
2080,Blk (P2),Self-Play,LOSS,0.9900,114,60.0,66.0,93.0,0.04163,0.1573,5.00e-07,0.00,0.00
2090,Red (P1),Random,WIN ,3.5800,51,61.0,63.0,92.0,0.03929,0.1562,5.00e-07,0.00,0.00
2100,Red (P1),Random,WIN ,3.4500,81,61.0,64.0,92.0,0.04120,0.1550,5.00e-07,14.09,3.17
2110,Red (P1),Random,WIN ,3.6400,43,63.0,65.0,92.0,0.04093,0.1538,5.00e-07,0.00,0.00
2120,Red (P1),Random,WIN ,3.6600,39,62.0,65.0,93.0,0.04256,0.1527,5.00e-07,0.00,0.00
2130,Blk (P2),Random,WIN ,3.3100,54,65.0,67.0,93.0,0.04212,0.1515,5.00e-07,0.00,0.00
2140,Red (P1),Self-Play,DRAW,-0.6900,500,64.0,68.0,93.0,0.04199,0.1503,5.00e-07,0.00,0.00
2150,Blk (P2),Random,WIN ,3.6500,39,63.0,68.0,90.0,0.04174,0.1492,5.00e-07,14.80,3.26
2160,Red (P1),Self-Play,LOSS,0.3200,41,64.0,68.0,92.0,0.04138,0.1480,5.00e-07,0.00,0.00
2170,Blk (P2),Self-Play,LOSS,0.8200,44,63.0,67.0,92.0,0.04457,0.1468,5.00e-07,0.00,0.00
2180,Red (P1),Random,LOSS,1.0600,46,62.0,65.0,90.0,0.04292,0.1457,5.00e-07,0.00,0.00
2190,Red (P1),Self-Play,WIN ,3.1600,137,61.0,67.0,90.0,0.04358,0.1445,5.00e-07,0.00,0.00
2200,Blk (P2),Self-Play,LOSS,1.7100,172,60.0,67.0,89.0,0.04705,0.1433,5.00e-07,15.47,3.37
2210,Blk (P2),Random,WIN ,2.6600,239,59.0,68.0,88.0,0.04549,0.1422,5.00e-07,0.00,0.00
2220,Red (P1),Self-Play,WIN ,3.5800,51,60.0,71.0,87.0,0.04679,0.1410,5.00e-07,0.00,0.00
2230,Blk (P2),Self-Play,LOSS,1.4500,72,64.0,70.0,86.0,0.04699,0.1398,5.00e-07,0.00,0.00
2240,Red (P1),Self-Play,DRAW,-0.4400,500,63.0,69.0,85.0,0.04453,0.1387,5.00e-07,0.00,0.00
2250,Blk (P2),Random,WIN ,3.3800,97,61.0,69.0,84.0,0.04428,0.1375,5.00e-07,16.17,3.46
2260,Red (P1),Self-Play,LOSS,1.3100,46,60.0,72.0,85.0,0.04487,0.1363,5.00e-07,0.00,0.00
2270,Blk (P2),Self-Play,LOSS,0.5400,48,61.0,71.0,84.0,0.04350,0.1352,5.00e-07,0.00,0.00
2280,Blk (P2),Self-Play,LOSS,0.8400,194,63.0,69.0,84.0,0.04718,0.1340,5.00e-07,0.00,0.00
2290,Blk (P2),Random,WIN ,3.6600,37,63.0,70.0,82.0,0.04470,0.1328,5.00e-07,0.00,0.00
2300,Blk (P2),Random,WIN ,3.6300,45,63.0,71.0,82.0,0.04610,0.1317,5.00e-07,16.67,3.53
2310,Blk (P2),Random,WIN ,3.1700,139,63.0,69.0,82.0,0.04859,0.1305,5.00e-07,0.00,0.00
1010,Blk (P2),Random,LOSS,0.3450,31,100.0,75.0,87.5,0.00000,0.2822,1.00e-06,0.00,0.00
1020,Blk (P2),Self-Play,LOSS,0.3050,46,81.8,66.7,92.3,0.00000,0.2810,1.00e-06,0.00,0.00
1030,Blk (P2),Self-Play,LOSS,0.3100,44,88.9,58.3,94.4,0.00000,0.2798,1.00e-06,0.00,0.00
1040,Red (P1),Random,WIN ,1.9300,49,91.7,50.0,88.5,0.00000,0.2787,1.00e-06,0.00,0.00
1050,Red (P1),Random,WIN ,2.0250,47,77.4,52.6,86.2,0.00000,0.2775,1.00e-06,0.00,0.00
1060,Blk (P2),Self-Play,LOSS,0.6000,96,77.1,52.0,86.1,0.00000,0.2763,1.00e-06,0.00,0.00
1070,Blk (P2),Self-Play,LOSS,0.3900,96,73.8,50.0,82.9,0.00000,0.2752,1.00e-06,0.00,0.00
1080,Blk (P2),Self-Play,WIN ,2.0450,39,73.5,54.8,82.2,0.00000,0.2740,1.00e-06,0.00,0.00
1090,Red (P1),Random,WIN ,2.0550,41,71.7,51.4,76.9,0.00000,0.2728,1.00e-06,0.00,0.00
1100,Blk (P2),Self-Play,LOSS,0.3600,64,70.9,48.9,77.2,0.01448,0.2717,1.00e-06,4.43,1.91
1110,Red (P1),Random,LOSS,0.8900,62,70.7,50.0,74.2,0.01138,0.2705,1.00e-06,0.00,0.00
1120,Blk (P2),Random,WIN ,2.0350,41,72.6,51.7,75.7,0.01007,0.2693,1.00e-06,0.00,0.00
