Episode,Side,Opponent,Result,Reward,Steps,P1_WinRate,P2_WinRate,vsRandom_WinRate,Loss,Epsilon,LR,MaxQ,AvgQ
4570,Blk (P2),Self-Play,LOSS,0.1982,42,75.0,52.0,70.0,0.02176,0.0200,1.00e-06,0.00,0.00
4580,Red (P1),Random,LOSS,0.4478,62,75.0,53.0,69.0,0.02745,0.0200,1.00e-06,0.00,0.00
4590,Red (P1),Random,WIN ,1.4987,47,76.0,52.0,70.0,0.02387,0.0200,1.00e-06,0.00,0.00
4600,Red (P1),Random,WIN ,1.4980,58,77.0,51.0,75.0,0.02197,0.0200,1.00e-06,11.34,2.16
4610,Red (P1),Random,WIN ,1.5488,45,77.0,50.0,74.0,0.02197,0.0200,1.00e-06,0.00,0.00
4620,Blk (P2),Random,WIN ,1.4985,49,80.0,53.0,77.0,0.02655,0.0200,1.00e-06,0.00,0.00
4630,Red (P1),Random,LOSS,0.2485,38,80.0,53.0,74.0,0.01943,0.0200,1.00e-06,0.00,0.00
4640,Blk (P2),Random,WIN ,1.5489,41,79.0,53.0,75.0,0.03822,0.0200,1.00e-06,0.00,0.00
4650,Blk (P2),Random,LOSS,0.3936,144,80.0,56.0,75.0,0.02751,0.0200,1.00e-06,11.56,2.21
4660,Blk (P2),Random,WIN ,1.5462,97,79.0,54.0,74.0,0.03034,0.0200,1.00e-06,0.00,0.00
4670,Blk (P2),Random,LOSS,0.3484,46,80.0,53.0,72.0,0.03004,0.0200,1.00e-06,0.00,0.00
4680,Blk (P2),Random,LOSS,0.2479,50,82.0,52.0,70.0,0.02535,0.0200,1.00e-06,0.00,0.00
4690,Blk (P2),Random,WIN ,1.4986,43,82.0,53.0,69.0,0.02993,0.0200,1.00e-06,0.00,0.00
4700,Blk (P2),Random,WIN ,1.5466,91,84.0,53.0,67.0,0.02592,0.0200,1.00e-06,11.72,2.23
4710,Blk (P2),Random,WIN ,1.5487,43,85.0,51.0,68.0,0.03349,0.0200,1.00e-06,0.00,0.00
4720,Blk (P2),Self-Play,LOSS,0.2483,42,87.0,52.0,69.0,0.02044,0.0200,1.00e-06,0.00,0.00
4730,Red (P1),Random,LOSS,0.5436,148,85.0,51.0,69.0,0.02459,0.0200,1.00e-06,0.00,0.00
4740,Blk (P2),Random,WIN ,1.5451,117,83.0,50.0,67.0,0.04227,0.0200,1.00e-06,0.00,0.00
4750,Blk (P2),Random,LOSS,0.3964,84,83.0,47.0,66.0,0.02392,0.0200,1.00e-06,11.92,2.25
4760,Blk (P2),Random,DRAW,0.5404,212,82.0,45.0,67.0,0.03571,0.0200,1.00e-06,0.00,0.00
4770,Red (P1),Random,WIN ,1.5479,61,82.0,45.0,68.0,0.02225,0.0200,1.00e-06,0.00,0.00
4780,Red (P1),Random,WIN ,1.5479,63,83.0,43.0,66.0,0.01679,0.0200,1.00e-06,0.00,0.00
4790,Red (P1),Random,WIN ,1.5470,81,79.0,41.0,64.0,0.02372,0.0200,1.00e-06,0.00,0.00
4800,Blk (P2),Random,LOSS,0.0982,40,76.0,40.0,60.0,0.02271,0.0200,1.00e-06,12.18,2.27
4810,Blk (P2),Self-Play,LOSS,0.4432,151,76.0,39.0,59.0,0.03176,0.0200,1.00e-06,0.00,0.00
4820,Blk (P2),Random,LOSS,0.1987,35,77.0,40.0,60.0,0.02706,0.0200,1.00e-06,0.00,0.00
4830,Blk (P2),Random,LOSS,0.4954,112,78.0,40.0,61.0,0.03660,0.0200,1.00e-06,0.00,0.00
4840,Red (P1),Random,WIN ,1.5490,43,78.0,42.0,62.0,0.02052,0.0200,1.00e-06,0.00,0.00
4850,Red (P1),Random,LOSS,0.3469,76,78.0,41.0,61.0,0.02182,0.0200,1.00e-06,12.41,2.31
4860,Blk (P2),Self-Play,LOSS,0.5432,151,78.0,38.0,60.0,0.03862,0.0200,1.00e-06,0.00,0.00
4870,Red (P1),Self-Play,WIN ,1.5464,91,76.0,39.0,60.0,0.01612,0.0200,1.00e-06,0.00,0.00
4880,Blk (P2),Random,LOSS,0.4438,142,74.0,38.0,60.0,0.03663,0.0200,1.00e-06,0.00,0.00
4890,Red (P1),Random,WIN ,1.5487,47,73.0,39.0,63.0,0.02159,0.0200,1.00e-06,0.00,0.00
4900,Blk (P2),Random,WIN ,1.5470,83,72.0,41.0,61.0,0.03495,0.0200,1.00e-06,12.60,2.35
4910,Blk (P2),Random,WIN ,1.4485,44,72.0,42.0,63.0,0.03575,0.0200,1.00e-06,0.00,0.00
4920,Blk (P2),Self-Play,LOSS,0.3978,56,72.0,42.0,64.0,0.03110,0.0200,1.00e-06,0.00,0.00
4930,Blk (P2),Random,LOSS,0.3484,44,73.0,43.0,69.0,0.03504,0.0200,1.00e-06,0.00,0.00
4940,Blk (P2),Random,WIN ,1.5467,83,72.0,43.0,67.0,0.02871,0.0200,1.00e-06,0.00,0.00
4950,Red (P1),Random,WIN ,1.5481,61,70.0,43.0,66.0,0.01887,0.0200,1.00e-06,12.86,2.38
4960,Red (P1),Random,WIN ,1.5397,225,69.0,43.0,64.0,0.01614,0.0200,1.00e-06,0.00,0.00
4970,Red (P1),Random,DRAW,0.4394,228,69.0,45.0,63.0,0.02027,0.0200,1.00e-06,0.00,0.00
4980,Blk (P2),Random,LOSS,0.3955,104,70.0,44.0,64.0,0.03462,0.0200,1.00e-06,0.00,0.00
4990,Red (P1),Random,WIN ,1.4484,50,72.0,45.0,65.0,0.03679,0.0200,1.00e-06,0.00,0.00
5000,Blk (P2),Random,WIN ,1.5441,139,74.0,50.0,68.0,0.04401,0.0200,1.00e-06,13.06,2.42
5010,Blk (P2),Random,LOSS,0.4933,155,73.0,50.0,66.0,0.04045,0.0200,1.00e-06,0.00,0.00
5020,Blk (P2),Random,LOSS,0.3479,56,72.0,51.0,66.0,0.03040,0.0200,1.00e-06,0.00,0.00
5030,Red (P1),Self-Play,LOSS,0.5434,151,69.0,51.0,66.0,0.02032,0.0200,1.00e-06,0.00,0.00
5040,Red (P1),Random,WIN ,1.3989,34,68.0,49.0,67.0,0.01967,0.0200,1.00e-06,0.00,0.00
5050,Blk (P2),Random,WIN ,1.3987,40,67.0,50.0,68.0,0.02558,0.0200,1.00e-06,13.39,2.48
5060,Blk (P2),Random,WIN ,1.5486,49,68.0,52.0,69.0,0.04282,0.0200,1.00e-06,0.00,0.00
5070,Blk (P2),Self-Play,DRAW,0.4439,139,69.0,51.0,69.0,0.03624,0.0200,1.00e-06,0.00,0.00
5080,Blk (P2),Self-Play,WIN ,1.5489,43,69.0,50.0,69.0,0.02656,0.0200,1.00e-06,0.00,0.00
5090,Red (P1),Self-Play,LOSS,0.0980,44,69.0,54.0,73.0,0.03616,0.0200,1.00e-06,0.00,0.00
5100,Red (P1),Random,WIN ,1.5413,197,69.0,53.0,74.0,0.02002,0.0200,1.00e-06,13.67,2.53
5110,Red (P1),Random,DRAW,0.5412,197,67.0,52.0,72.0,0.02048,0.0200,1.00e-06,0.00,0.00
5120,Blk (P2),Random,LOSS,0.3481,52,67.0,52.0,70.0,0.04106,0.0200,1.00e-06,0.00,0.00
5130,Red (P1),Random,DRAW,0.5435,151,66.0,51.0,68.0,0.02835,0.0200,1.00e-06,0.00,0.00
5140,Red (P1),Random,WIN ,1.5454,113,66.0,51.0,67.0,0.02294,0.0200,1.00e-06,0.00,0.00
5150,Red (P1),Random,WIN ,1.5485,51,66.0,50.0,68.0,0.04457,0.0200,1.00e-06,13.50,2.69
5160,Blk (P2),Random,WIN ,1.5477,63,66.0,52.0,69.0,0.04729,0.0200,1.00e-06,0.00,0.00
5170,Blk (P2),Random,WIN ,1.5480,61,66.0,52.0,69.0,0.04347,0.0200,1.00e-06,0.00,0.00
5180,Blk (P2),Random,LOSS,0.3480,54,65.0,49.0,65.0,0.04851,0.0200,1.00e-06,0.00,0.00
5190,Red (P1),Random,WIN ,1.5479,61,64.0,48.0,63.0,0.03724,0.0200,1.00e-06,0.00,0.00
5200,Red (P1),Self-Play,LOSS,0.4433,151,62.0,46.0,63.0,0.02669,0.0200,1.00e-06,13.89,2.77
5210,Blk (P2),Random,LOSS,0.2943,125,61.0,44.0,58.0,0.04308,0.0200,1.00e-06,0.00,0.00
5220,Blk (P2),Random,WIN ,1.5488,45,62.0,45.0,57.0,0.04653,0.0200,1.00e-06,0.00,0.00
5230,Blk (P2),Self-Play,LOSS,0.0975,54,63.0,44.0,57.0,0.04617,0.0200,1.00e-06,0.00,0.00
5240,Red (P1),Random,LOSS,0.4414,188,65.0,44.0,60.0,0.02669,0.0200,1.00e-06,0.00,0.00
5250,Red (P1),Random,WIN ,1.5439,143,67.0,45.0,61.0,0.03086,0.0200,1.00e-06,14.23,2.81
5260,Red (P1),Self-Play,WIN ,1.3488,36,68.0,44.0,64.0,0.02760,0.0200,1.00e-06,0.00,0.00
5270,Red (P1),Random,WIN ,1.4977,62,70.0,44.0,64.0,0.03261,0.0200,1.00e-06,0.00,0.00
5280,Blk (P2),Self-Play,WIN ,1.5489,43,70.0,45.0,64.0,0.03145,0.0200,1.00e-06,0.00,0.00
5290,Red (P1),Random,LOSS,0.4475,65,70.0,45.0,64.0,0.04623,0.0200,1.00e-06,0.00,0.00
5300,Blk (P2),Random,DRAW,0.3897,217,68.0,43.0,63.0,0.04907,0.0200,1.00e-06,14.67,2.88
5310,Blk (P2),Self-Play,LOSS,0.0485,33,71.0,45.0,68.0,0.04330,0.0200,1.00e-06,0.00,0.00
5320,Blk (P2),Random,WIN ,1.4990,39,71.0,45.0,69.0,0.03111,0.0200,1.00e-06,0.00,0.00
5330,Blk (P2),Random,WIN ,1.3488,38,74.0,45.0,71.0,0.04023,0.0200,1.00e-06,0.00,0.00
5340,Blk (P2),Self-Play,DRAW,0.3436,140,73.0,47.0,70.0,0.04794,0.0200,1.00e-06,0.00,0.00
5350,Red (P1),Random,WIN ,1.4987,41,73.0,47.0,70.0,0.03176,0.0200,1.00e-06,15.11,2.95
5360,Blk (P2),Random,WIN ,1.3989,32,74.0,48.0,69.0,0.04052,0.0200,1.00e-06,0.00,0.00
5370,Blk (P2),Random,LOSS,0.5436,150,76.0,47.0,67.0,0.04434,0.0200,1.00e-06,0.00,0.00
5380,Red (P1),Random,WIN ,1.5485,49,75.0,47.0,67.0,0.02721,0.0200,1.00e-06,0.00,0.00
